index,dataset,expID,base_model,meta_model,preproc_model,results_dir_path,model_time,postproc_time,preproc_time
ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=32587885_hash=cf2164ea_2023.09.14-14.06,ACSEmployment,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=32587885_hash=cf2164ea_2023.09.14-14.06.10,126.888,0.502,2.705
ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=604075826_hash=2d6f5224_2023.09.13-07.32,ACSEmployment,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=604075826_hash=2d6f5224_2023.09.13-07.32.48,2071.539,0.535,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=862475253_hash=d6cc83c3_2023.09.12-12.36,ACSEmployment,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=862475253_hash=d6cc83c3_2023.09.12-12.36.12,30.508,0.521,
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118659_hash=5e67e177_2023.09.11-21.22,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118659_hash=5e67e177_2023.09.11-21.22.57,46.093,3.018,2.115
ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=832700524_hash=01d72511_2023.09.16-09.38,ACSEmployment,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=832700524_hash=01d72511_2023.09.16-09.38.15,228.426,5.977,2.4
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=897040563_hash=5a45a9aa_2023.09.12-13.18,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=897040563_hash=5a45a9aa_2023.09.12-13.18.16,16673.171,102.661,
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=129043258_hash=cd83fcfe_2023.09.15-09.31,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=129043258_hash=cd83fcfe_2023.09.15-09.31.39,28.152,7.0,
ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=716928645_hash=33202516_2023.09.15-12.29,ACSEmployment,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=716928645_hash=33202516_2023.09.15-12.29.30,977.551,2.416,
ACSEmployment_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=302456769_hash=55a39d9d_2023.09.13-21.30,ACSEmployment,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=302456769_hash=55a39d9d_2023.09.13-21.30.05,12371.341,13.763,
ACSEmployment_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=266862268_hash=49ce25d0_2023.09.13-11.42,ACSEmployment,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=266862268_hash=49ce25d0_2023.09.13-11.42.20,2079.568,0.607,
ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=13087432_hash=2c17bef2_2023.09.16-07.04,ACSEmployment,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=13087432_hash=2c17bef2_2023.09.16-07.04.02,1443.891,209.864,675.272
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=439836435_hash=a93c7ed2_2023.09.17-00.02,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=439836435_hash=a93c7ed2_2023.09.17-00.02.22,5554.205,15.89,
ACSEmployment_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=540023876_hash=d1d0e024_2023.09.11-12.18,ACSEmployment,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=540023876_hash=d1d0e024_2023.09.11-12.18.51,916.387,3.875,
ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=676894327_hash=6d081cab_2023.09.16-10.43,ACSEmployment,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=676894327_hash=6d081cab_2023.09.16-10.43.32,61152.323,415.772,552.842
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=665510067_hash=a93c7ed2_2023.09.15-14.32,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=665510067_hash=a93c7ed2_2023.09.15-14.32.52,1882.584,2.119,
ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=581844261_hash=2802037a_2023.09.14-17.23,ACSEmployment,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=581844261_hash=2802037a_2023.09.14-17.23.23,91.755,3.608,
ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=756792074_hash=2802037a_2023.09.12-11.32,ACSEmployment,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=756792074_hash=2802037a_2023.09.12-11.32.21,158.42,6.91,
ACSEmployment_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=302456768_hash=55a39d9d_2023.09.13-21.30,ACSEmployment,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=302456768_hash=55a39d9d_2023.09.13-21.30.04,7488.307,79.87,
ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=756792073_hash=2802037a_2023.09.12-11.31,ACSEmployment,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=756792073_hash=2802037a_2023.09.12-11.31.22,4338.343,181.868,
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=426581534_hash=5a45a9aa_2023.09.16-18.27,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=426581534_hash=5a45a9aa_2023.09.16-18.27.54,3022.337,2.214,
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118648_hash=5e67e177_2023.09.11-23.58,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118648_hash=5e67e177_2023.09.11-23.58.53,7084.369,94.573,2.846
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994597_hash=cd83fcfe_2023.09.12-11.12,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994597_hash=cd83fcfe_2023.09.12-11.12.24,57.473,17.903,
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=805989730_hash=5e67e177_2023.09.15-02.55,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=805989730_hash=5e67e177_2023.09.15-02.55.05,522.036,121.097,2.791
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397717_hash=9758189e_2023.09.12-12.48,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397717_hash=9758189e_2023.09.12-12.48.46,281.482,8.425,
ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=346768492_hash=6d081cab_2023.09.14-05.33,ACSEmployment,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=346768492_hash=6d081cab_2023.09.14-05.33.02,2160.622,13.137,674.062
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=897040570_hash=5a45a9aa_2023.09.12-13.32,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=897040570_hash=5a45a9aa_2023.09.12-13.32.01,15750.57,171.927,
ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=195168218_hash=33202516_2023.09.14-17.37,ACSEmployment,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=195168218_hash=33202516_2023.09.14-17.37.57,1581.521,2.394,
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994588_hash=cd83fcfe_2023.09.12-11.12,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994588_hash=cd83fcfe_2023.09.12-11.12.10,523.047,188.64,
ACSEmployment_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=762613783_hash=d1d0e024_2023.09.13-06.26,ACSEmployment,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=762613783_hash=d1d0e024_2023.09.13-06.26.59,27940.235,55.619,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=836819576_hash=d6cc83c3_2023.09.14-17.23,ACSEmployment,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=836819576_hash=d6cc83c3_2023.09.14-17.23.21,236.042,0.555,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=751844446_hash=59fdc808_2023.09.14-09.48,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=751844446_hash=59fdc808_2023.09.14-09.48.49,1226.554,12.335,3.151
ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=346768499_hash=6d081cab_2023.09.14-06.26,ACSEmployment,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=346768499_hash=6d081cab_2023.09.14-06.26.51,9784.729,52.298,624.248
ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=6049665_hash=2d6f5224_2023.09.11-15.11,ACSEmployment,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=6049665_hash=2d6f5224_2023.09.11-15.11.53,1755.085,0.854,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=785935138_hash=1d611ce1_2023.09.14-09.26,ACSEmployment,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=785935138_hash=1d611ce1_2023.09.14-09.26.20,34.244,0.321,662.053
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=868050232_hash=cd83fcfe_2023.09.14-17.23,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=868050232_hash=cd83fcfe_2023.09.14-17.23.22,133.245,12.997,
ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=604407672_hash=6d081cab_2023.09.15-06.21,ACSEmployment,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=604407672_hash=6d081cab_2023.09.15-06.21.00,2300.013,12.38,898.919
ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=686264511_hash=2c17bef2_2023.09.11-22.21,ACSEmployment,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=686264511_hash=2c17bef2_2023.09.11-22.21.30,135.104,8.095,648.781
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=82087747_hash=5a45a9aa_2023.09.15-11.11,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=82087747_hash=5a45a9aa_2023.09.15-11.11.02,6683.607,17.389,
ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=581844262_hash=2802037a_2023.09.14-17.23,ACSEmployment,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=581844262_hash=2802037a_2023.09.14-17.23.25,5119.815,177.373,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=259868712_hash=9758189e_2023.09.14-17.32,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=259868712_hash=9758189e_2023.09.14-17.32.45,223.868,9.34,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=785935129_hash=1d611ce1_2023.09.14-08.47,ACSEmployment,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=785935129_hash=1d611ce1_2023.09.14-08.47.56,45.566,0.383,931.236
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=644859934_hash=5e67e177_2023.09.14-01.04,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=644859934_hash=5e67e177_2023.09.14-01.04.17,484.499,98.152,2.748
ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=89109591_hash=01d72511_2023.09.14-03.57,ACSEmployment,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=89109591_hash=01d72511_2023.09.14-03.57.59,160.358,4.226,2.599
ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=178367395_hash=33202516_2023.09.11-10.46,ACSEmployment,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=178367395_hash=33202516_2023.09.11-10.46.35,1390.226,5.153,
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=426581527_hash=5a45a9aa_2023.09.16-17.32,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=426581527_hash=5a45a9aa_2023.09.16-17.32.07,16142.9,63.912,
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=897040568_hash=5a45a9aa_2023.09.12-13.27,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=897040568_hash=5a45a9aa_2023.09.12-13.27.37,42302.503,233.649,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=798499233_hash=9758189e_2023.09.11-10.17,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=798499233_hash=9758189e_2023.09.11-10.17.55,20081.607,239.657,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397708_hash=9758189e_2023.09.12-12.40,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397708_hash=9758189e_2023.09.12-12.40.49,2252.4,10.202,
ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=473450600_hash=33202516_2023.09.12-18.07,ACSEmployment,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=473450600_hash=33202516_2023.09.12-18.07.48,611.886,2.918,
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=927908686_hash=5a45a9aa_2023.09.11-10.32,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=927908686_hash=5a45a9aa_2023.09.11-10.32.22,2185.176,1.239,
ACSEmployment_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=266862276_hash=49ce25d0_2023.09.13-12.14,ACSEmployment,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=266862276_hash=49ce25d0_2023.09.13-12.14.07,442.705,0.597,
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994590_hash=cd83fcfe_2023.09.12-11.12,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994590_hash=cd83fcfe_2023.09.12-11.12.10,49.749,3.077,
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=553922001_hash=a93c7ed2_2023.09.14-18.25,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=553922001_hash=a93c7ed2_2023.09.14-18.25.48,37325.282,63.895,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947424_hash=1d611ce1_2023.09.12-05.45,ACSEmployment,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947424_hash=1d611ce1_2023.09.12-05.45.29,30.937,0.345,860.666
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=274621745_hash=59fdc808_2023.09.15-08.05,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=274621745_hash=59fdc808_2023.09.15-08.05.03,3127.762,9.078,2.432
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=425503172_hash=59fdc808_2023.09.16-15.31,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=425503172_hash=59fdc808_2023.09.16-15.31.04,16202.531,21.351,2.443
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118653_hash=5e67e177_2023.09.11-21.02,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118653_hash=5e67e177_2023.09.11-21.02.05,25.339,1.777,2.244
ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=284210489_hash=2802037a_2023.09.11-10.02,ACSEmployment,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=284210489_hash=2802037a_2023.09.11-10.02.42,6204.977,229.769,
