index,dataset,expID,base_model,meta_model,preproc_model,results_dir_path,model_time,postproc_time,preproc_time
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=751844456_hash=59fdc808_2023.09.14-10.27,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=751844456_hash=59fdc808_2023.09.14-10.27.35,65.978,9.066,2.534
ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=265374865_hash=2c17bef2_2023.09.14-03.36,ACSEmployment,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=265374865_hash=2c17bef2_2023.09.14-03.36.56,3423.852,46.649,969.598
ACSEmployment_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=302456753_hash=55a39d9d_2023.09.13-12.27,ACSEmployment,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=302456753_hash=55a39d9d_2023.09.13-12.27.10,12767.931,10.307,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397709_hash=9758189e_2023.09.12-12.40,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397709_hash=9758189e_2023.09.12-12.40.49,571.046,8.605,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=901769062_hash=cf2164ea_2023.09.12-03.31,ACSEmployment,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=901769062_hash=cf2164ea_2023.09.12-03.31.38,127.606,0.447,2.606
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397721_hash=9758189e_2023.09.12-12.58,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397721_hash=9758189e_2023.09.12-12.58.36,876.066,9.196,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=798499227_hash=9758189e_2023.09.11-10.15,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=798499227_hash=9758189e_2023.09.11-10.15.50,151.383,9.18,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397724_hash=9758189e_2023.09.12-13.05,ACSEmployment,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=334397724_hash=9758189e_2023.09.12-13.05.39,126.183,8.431,
ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=686264519_hash=2c17bef2_2023.09.11-23.59,ACSEmployment,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=686264519_hash=2c17bef2_2023.09.11-23.59.52,358.006,47.882,796.812
ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=939487140_hash=50e53108_2023.09.14-16.34,ACSEmployment,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=939487140_hash=50e53108_2023.09.14-16.34.36,310.096,9.546,738.648
ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=891300758_hash=01d72511_2023.09.15-04.50,ACSEmployment,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=891300758_hash=01d72511_2023.09.15-04.50.12,5749.596,144.836,2.424
ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=473450602_hash=33202516_2023.09.12-18.19,ACSEmployment,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=473450602_hash=33202516_2023.09.12-18.19.52,28789.587,130.253,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=343694080_hash=59fdc808_2023.09.12-06.10,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=343694080_hash=59fdc808_2023.09.12-06.10.42,156707.992,153.401,2.89
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=805989721_hash=5e67e177_2023.09.15-02.11,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=805989721_hash=5e67e177_2023.09.15-02.11.07,129.238,7.31,2.794
ACSEmployment_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=5359588_hash=0ad6c93f_2023.09.14-00.16,ACSEmployment,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=5359588_hash=0ad6c93f_2023.09.14-00.16.37,600.332,68.546,
ACSEmployment_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=592837857_hash=d1d0e024_2023.09.15-16.57,ACSEmployment,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=592837857_hash=d1d0e024_2023.09.15-16.57.54,8276.964,24.843,
ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=832700534_hash=01d72511_2023.09.16-10.38,ACSEmployment,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=832700534_hash=01d72511_2023.09.16-10.38.04,4420.168,106.854,2.569
ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=284210501_hash=2802037a_2023.09.11-10.02,ACSEmployment,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=284210501_hash=2802037a_2023.09.11-10.02.42,3350.984,117.444,
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=439836448_hash=a93c7ed2_2023.09.17-04.48,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=439836448_hash=a93c7ed2_2023.09.17-04.48.12,7966.425,62.25,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=274621746_hash=59fdc808_2023.09.15-08.09,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=274621746_hash=59fdc808_2023.09.15-08.09.05,3321.103,8.781,2.446
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=426581525_hash=5a45a9aa_2023.09.16-17.25,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=426581525_hash=5a45a9aa_2023.09.16-17.25.06,13797.333,23.31,
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=927908682_hash=5a45a9aa_2023.09.11-10.29,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=927908682_hash=5a45a9aa_2023.09.11-10.29.43,32550.182,264.315,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861254_hash=cf2164ea_2023.09.14-08.34,ACSEmployment,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861254_hash=cf2164ea_2023.09.14-08.34.10,153.92,0.42,2.732
ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861237_hash=cf2164ea_2023.09.14-07.38,ACSEmployment,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861237_hash=cf2164ea_2023.09.14-07.38.33,125.72,0.43,2.517
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=82087757_hash=5a45a9aa_2023.09.15-12.05,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=82087757_hash=5a45a9aa_2023.09.15-12.05.27,8329.906,23.281,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947406_hash=1d611ce1_2023.09.12-04.27,ACSEmployment,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947406_hash=1d611ce1_2023.09.12-04.27.48,29.51,0.375,891.773
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=379530650_hash=a93c7ed2_2023.09.12-23.44,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=379530650_hash=a93c7ed2_2023.09.12-23.44.38,82370.346,376.625,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861245_hash=cf2164ea_2023.09.14-08.13,ACSEmployment,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861245_hash=cf2164ea_2023.09.14-08.13.53,520.637,0.403,2.83
ACSEmployment_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=932336245_hash=49ce25d0_2023.09.14-21.35,ACSEmployment,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=932336245_hash=49ce25d0_2023.09.14-21.35.58,2102.616,0.536,
ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=604075829_hash=2d6f5224_2023.09.13-08.26,ACSEmployment,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=604075829_hash=2d6f5224_2023.09.13-08.26.34,3646.444,0.608,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=165595080_hash=d6cc83c3_2023.09.15-10.32,ACSEmployment,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=165595080_hash=d6cc83c3_2023.09.15-10.32.44,160.646,0.581,
ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=604075825_hash=2d6f5224_2023.09.13-07.18,ACSEmployment,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=604075825_hash=2d6f5224_2023.09.13-07.18.40,1883.701,0.61,
ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=178367392_hash=33202516_2023.09.11-10.38,ACSEmployment,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=178367392_hash=33202516_2023.09.11-10.38.11,5227.074,15.974,
ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=927908675_hash=5a45a9aa_2023.09.11-10.23,ACSEmployment,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=927908675_hash=5a45a9aa_2023.09.11-10.23.11,3151.862,2.026,
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118651_hash=5e67e177_2023.09.11-20.49,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=733118651_hash=5e67e177_2023.09.11-20.49.33,59.823,4.646,2.452
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994603_hash=cd83fcfe_2023.09.12-11.12,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=219994603_hash=cd83fcfe_2023.09.12-11.12.24,364.436,91.297,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=862475248_hash=d6cc83c3_2023.09.12-12.29,ACSEmployment,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=862475248_hash=d6cc83c3_2023.09.12-12.29.26,48.923,0.577,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947417_hash=1d611ce1_2023.09.12-05.15,ACSEmployment,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947417_hash=1d611ce1_2023.09.12-05.15.54,474.019,0.307,1888.94
ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=882568019_hash=2c17bef2_2023.09.15-03.33,ACSEmployment,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=882568019_hash=2c17bef2_2023.09.15-03.33.36,43.204,1.462,4823.592
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=425503180_hash=59fdc808_2023.09.16-16.07,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=425503180_hash=59fdc808_2023.09.16-16.07.55,234.423,8.797,2.527
ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=425503182_hash=59fdc808_2023.09.16-16.15,ACSEmployment,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=425503182_hash=59fdc808_2023.09.16-16.15.27,350.671,9.224,2.626
ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=756792071_hash=2802037a_2023.09.12-11.25,ACSEmployment,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=756792071_hash=2802037a_2023.09.12-11.25.37,1319.646,50.957,
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=129043264_hash=cd83fcfe_2023.09.15-09.43,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=129043264_hash=cd83fcfe_2023.09.15-09.43.18,44.379,5.608,
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=889562051_hash=a93c7ed2_2023.09.11-11.25,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=889562051_hash=a93c7ed2_2023.09.11-11.25.41,14721.46,6.662,
ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=483034519_hash=50e53108_2023.09.16-16.34,ACSEmployment,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=483034519_hash=50e53108_2023.09.16-16.34.51,26233.025,146.004,999.531
ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=129043252_hash=cd83fcfe_2023.09.15-09.19,ACSEmployment,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=129043252_hash=cd83fcfe_2023.09.15-09.19.21,59.029,16.667,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=32587889_hash=cf2164ea_2023.09.14-14.19,ACSEmployment,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=32587889_hash=cf2164ea_2023.09.14-14.19.56,103.208,0.412,2.632
ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=89109587_hash=01d72511_2023.09.14-03.40,ACSEmployment,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=89109587_hash=01d72511_2023.09.14-03.40.51,12092.181,322.663,2.644
ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=805989733_hash=5e67e177_2023.09.15-03.18,ACSEmployment,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=805989733_hash=5e67e177_2023.09.15-03.18.31,152.116,16.812,2.466
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=889562053_hash=a93c7ed2_2023.09.11-11.29,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=889562053_hash=a93c7ed2_2023.09.11-11.29.18,99877.635,55.623,
ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=889562054_hash=a93c7ed2_2023.09.11-11.30,ACSEmployment,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=889562054_hash=a93c7ed2_2023.09.11-11.30.38,125573.64,385.225,
ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947423_hash=1d611ce1_2023.09.12-05.43,ACSEmployment,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=881947423_hash=1d611ce1_2023.09.12-05.43.05,41.131,0.414,1010.11
ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=265374861_hash=2c17bef2_2023.09.14-02.50,ACSEmployment,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=265374861_hash=2c17bef2_2023.09.14-02.50.07,4379.288,58.65,961.037
ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=370169424_hash=50e53108_2023.09.12-07.14,ACSEmployment,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=370169424_hash=50e53108_2023.09.12-07.14.28,3441.119,8.984,727.811
ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861247_hash=cf2164ea_2023.09.14-08.22,ACSEmployment,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=279861247_hash=cf2164ea_2023.09.14-08.22.00,116.94,0.37,2.278
ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=293446059_hash=50e53108_2023.09.14-11.38,ACSEmployment,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=293446059_hash=50e53108_2023.09.14-11.38.03,995.563,9.922,811.035
ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=688083967_hash=6d081cab_2023.09.12-01.50,ACSEmployment,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSEmployment_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=688083967_hash=6d081cab_2023.09.12-01.50.17,593.851,3.613,531.523
