index,dataset,expID,base_model,meta_model,preproc_model,results_dir_path,model_time,postproc_time,preproc_time
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=758725900_hash=4ddb7458_2023.09.12-01.23,ACSPublicCoverage,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=758725900_hash=4ddb7458_2023.09.12-01.23.10,61.147,2.56,428.073
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=467578281_hash=fc2d2573_2023.09.14-18.41,ACSPublicCoverage,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=467578281_hash=fc2d2573_2023.09.14-18.41.37,569.778,0.362,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=800879536_hash=885ec520_2023.09.11-10.47,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=800879536_hash=885ec520_2023.09.11-10.47.57,12.48,0.322,
ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=707304371_hash=473ddcc7_2023.09.11-17.42,ACSPublicCoverage,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=707304371_hash=473ddcc7_2023.09.11-17.42.28,58553.458,32.548,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=96039882_hash=7db99123_2023.09.12-23.53,ACSPublicCoverage,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=96039882_hash=7db99123_2023.09.12-23.53.39,459.574,3.102,1.332
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=291521479_hash=f6f92d2b_2023.09.12-18.44,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=291521479_hash=f6f92d2b_2023.09.12-18.44.06,203.924,31.376,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=981448346_hash=df518791_2023.09.12-19.19,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=981448346_hash=df518791_2023.09.12-19.19.49,63.933,1.248,1.269
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=800879524_hash=885ec520_2023.09.11-10.42,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=800879524_hash=885ec520_2023.09.11-10.42.24,13.527,0.281,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=684222507_hash=7a946c00_2023.09.12-21.50,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=684222507_hash=7a946c00_2023.09.12-21.50.26,454.563,1.632,348.137
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=56550072_hash=df518791_2023.09.14-19.49,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=56550072_hash=df518791_2023.09.14-19.49.08,373.17,4.23,1.374
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=272096473_hash=7a946c00_2023.09.14-20.50,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=272096473_hash=7a946c00_2023.09.14-20.50.26,520.795,1.837,802.012
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=80427011_hash=4ddb7458_2023.09.11-10.14,ACSPublicCoverage,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=80427011_hash=4ddb7458_2023.09.11-10.14.09,521.666,5.576,485.664
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=684222500_hash=7a946c00_2023.09.12-21.38,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=684222500_hash=7a946c00_2023.09.12-21.38.01,633.165,2.265,437.393
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=529618868_hash=0d2e5add_2023.09.14-18.02,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=529618868_hash=0d2e5add_2023.09.14-18.02.40,54748.34,72.836,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=421261967_hash=50e53f98_2023.09.14-17.23,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=421261967_hash=50e53f98_2023.09.14-17.23.26,725.357,23.667,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=482335254_hash=4c2503ab_2023.09.14-17.23,ACSPublicCoverage,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=482335254_hash=4c2503ab_2023.09.14-17.23.27,1190.705,11.133,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=532035518_hash=0aa26821_2023.09.11-21.32,ACSPublicCoverage,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=532035518_hash=0aa26821_2023.09.11-21.32.16,21967.421,544.024,341.888
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=421261970_hash=50e53f98_2023.09.14-17.23,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=421261970_hash=50e53f98_2023.09.14-17.23.27,63.514,3.444,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=190781276_hash=cf861b65_2023.09.12-23.37,ACSPublicCoverage,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=190781276_hash=cf861b65_2023.09.12-23.37.44,14.341,0.254,325.836
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=246342757_hash=f6f92d2b_2023.09.14-19.32,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=246342757_hash=f6f92d2b_2023.09.14-19.32.52,78.383,13.535,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=395853239_hash=cf861b65_2023.09.12-00.31,ACSPublicCoverage,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=395853239_hash=cf861b65_2023.09.12-00.31.08,7.86,0.149,242.778
ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=942624381_hash=473ddcc7_2023.09.12-18.15,ACSPublicCoverage,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=942624381_hash=473ddcc7_2023.09.12-18.15.42,2727.182,9.253,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=572086126_hash=7db99123_2023.09.14-21.46,ACSPublicCoverage,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=572086126_hash=7db99123_2023.09.14-21.46.49,127.475,3.052,1.214
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=529618872_hash=0d2e5add_2023.09.14-18.14,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=529618872_hash=0d2e5add_2023.09.14-18.14.19,211.938,1.263,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=606730967_hash=9da8306e_2023.09.11-22.20,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=606730967_hash=9da8306e_2023.09.11-22.20.24,73.767,2.322,1.967
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=78473504_hash=df518791_2023.09.11-20.42,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=78473504_hash=df518791_2023.09.11-20.42.13,5533.819,28.725,1.388
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=579066100_hash=9da8306e_2023.09.12-21.05,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=579066100_hash=9da8306e_2023.09.12-21.05.05,769.836,21.587,1.408
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=482335262_hash=4c2503ab_2023.09.14-17.23,ACSPublicCoverage,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=482335262_hash=4c2503ab_2023.09.14-17.23.27,166.463,4.31,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=421261976_hash=50e53f98_2023.09.14-17.23,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=421261976_hash=50e53f98_2023.09.14-17.23.27,43.139,1.758,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=78473502_hash=df518791_2023.09.11-20.38,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=78473502_hash=df518791_2023.09.11-20.38.16,16.458,0.656,1.368
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=129962909_hash=b8f4b6be_2023.09.12-15.27,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=129962909_hash=b8f4b6be_2023.09.12-15.27.37,206.76,0.313,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=981448363_hash=df518791_2023.09.12-19.48,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=981448363_hash=df518791_2023.09.12-19.48.42,943.065,174.047,1.184
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=167275841_hash=7db99123_2023.09.11-10.00,ACSPublicCoverage,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=167275841_hash=7db99123_2023.09.11-10.00.12,21.66,2.773,1.455
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=606730963_hash=9da8306e_2023.09.12-00.00,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=606730963_hash=9da8306e_2023.09.12-00.00.57,1324.484,37.344,1.032
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=291521494_hash=f6f92d2b_2023.09.12-19.15,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=291521494_hash=f6f92d2b_2023.09.12-19.15.51,11.722,1.244,
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=620570958_hash=f6f92d2b_2023.09.11-19.53,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=620570958_hash=f6f92d2b_2023.09.11-19.53.00,40.255,6.713,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=182219841_hash=9da8306e_2023.09.14-20.28,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=182219841_hash=9da8306e_2023.09.14-20.28.14,187.99,5.023,1.089
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=78473505_hash=df518791_2023.09.11-20.42,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=78473505_hash=df518791_2023.09.11-20.42.13,86.621,13.617,1.057
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=620570967_hash=f6f92d2b_2023.09.11-20.13,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=620570967_hash=f6f92d2b_2023.09.11-20.13.57,162.56,39.18,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=579908669_hash=0aa26821_2023.09.12-20.10,ACSPublicCoverage,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=579908669_hash=0aa26821_2023.09.12-20.10.08,37.142,2.34,337.773
ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=463989629_hash=533bcb3c_2023.09.11-11.11,ACSPublicCoverage,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=463989629_hash=533bcb3c_2023.09.11-11.11.56,1462.295,2.398,
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=20204454_hash=b8f4b6be_2023.09.14-18.48,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=20204454_hash=b8f4b6be_2023.09.14-18.48.59,556.704,0.336,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=84096174_hash=02c933eb_2023.09.14-21.03,ACSPublicCoverage,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=84096174_hash=02c933eb_2023.09.14-21.03.07,199.37,0.227,0.983
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=313644811_hash=7984d598_2023.09.14-17.36,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=313644811_hash=7984d598_2023.09.14-17.36.07,113916.916,162.366,
ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=326575513_hash=34fd9659_2023.09.12-12.09,ACSPublicCoverage,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=326575513_hash=34fd9659_2023.09.12-12.09.39,19192.533,64.91,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=499128916_hash=50e53f98_2023.09.11-10.26,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=499128916_hash=50e53f98_2023.09.11-10.26.10,1654.633,62.766,
