index,dataset,expID,base_model,meta_model,preproc_model,results_dir_path,model_time,postproc_time,preproc_time
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=834272916_hash=b8f4b6be_2023.09.11-02.05,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=834272916_hash=b8f4b6be_2023.09.11-02.05.56,488.704,0.447,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105290_hash=4ddb7458_2023.09.10-13.23,ACSPublicCoverage,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105290_hash=4ddb7458_2023.09.10-13.23.36,1647.186,4.405,9.537
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858154_hash=7a946c00_2023.09.10-10.38,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858154_hash=7a946c00_2023.09.10-10.38.13,14090.302,48.423,12.592
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=706744272_hash=df518791_2023.09.08-04.26,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=706744272_hash=df518791_2023.09.08-04.26.57,101.9,3.246,1.34
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=775584878_hash=df518791_2023.09.09-12.15,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=775584878_hash=df518791_2023.09.09-12.15.05,47.957,5.796,1.515
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=194703368_hash=0aa26821_2023.09.09-12.28,ACSPublicCoverage,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=194703368_hash=0aa26821_2023.09.09-12.28.16,37.443,1.237,11.206
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583309_hash=cc41d788_2023.09.09-08.39,ACSPublicCoverage,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583309_hash=cc41d788_2023.09.09-08.39.19,254.452,3.599,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=950560447_hash=cc41d788_2023.09.09-14.36,ACSPublicCoverage,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=950560447_hash=cc41d788_2023.09.09-14.36.43,53.17,4.185,
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481421_hash=b8f4b6be_2023.09.10-01.51,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481421_hash=b8f4b6be_2023.09.10-01.51.41,720.601,0.481,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=573692864_hash=7db99123_2023.09.08-04.55,ACSPublicCoverage,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=573692864_hash=7db99123_2023.09.08-04.55.58,23450.987,51.054,1.695
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=602326917_hash=02c933eb_2023.09.10-11.30,ACSPublicCoverage,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=602326917_hash=02c933eb_2023.09.10-11.30.22,598.552,0.366,1.549
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=194703372_hash=0aa26821_2023.09.09-12.31,ACSPublicCoverage,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=194703372_hash=0aa26821_2023.09.09-12.31.39,58.194,2.975,13.328
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=963130113_hash=fc2d2573_2023.09.09-23.22,ACSPublicCoverage,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=963130113_hash=fc2d2573_2023.09.09-23.22.31,2976.312,1.154,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=64233574_hash=50e53f98_2023.09.10-15.41,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=64233574_hash=50e53f98_2023.09.10-15.41.02,2594.647,139.298,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658411_hash=7984d598_2023.09.09-15.23,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658411_hash=7984d598_2023.09.09-15.23.36,56479.736,117.129,
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=959486493_hash=fc2d2573_2023.09.11-01.32,ACSPublicCoverage,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=959486493_hash=fc2d2573_2023.09.11-01.32.45,3768.815,0.949,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=264179908_hash=cf861b65_2023.09.08-04.52,ACSPublicCoverage,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=264179908_hash=cf861b65_2023.09.08-04.52.56,397.673,0.282,14.791
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=423368577_hash=f6f92d2b_2023.09.08-04.15,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=423368577_hash=f6f92d2b_2023.09.08-04.15.42,121.694,21.705,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=565633703_hash=9da8306e_2023.09.10-09.55,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=565633703_hash=9da8306e_2023.09.10-09.55.02,92.053,2.864,1.589
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=963130116_hash=fc2d2573_2023.09.09-23.35,ACSPublicCoverage,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=963130116_hash=fc2d2573_2023.09.09-23.35.36,700.75,1.291,
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=161250222_hash=b8f4b6be_2023.09.09-11.06,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=161250222_hash=b8f4b6be_2023.09.09-11.06.32,646.993,0.441,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=264179905_hash=cf861b65_2023.09.08-04.52,ACSPublicCoverage,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=264179905_hash=cf861b65_2023.09.08-04.52.56,14.696,0.27,12.621
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=640309039_hash=9da8306e_2023.09.08-04.33,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=640309039_hash=9da8306e_2023.09.08-04.33.03,114.852,3.908,1.629
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=262491745_hash=50e53f98_2023.09.09-14.26,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=262491745_hash=50e53f98_2023.09.09-14.26.49,1964.752,77.242,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=865511846_hash=0d2e5add_2023.09.08-03.22,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=865511846_hash=0d2e5add_2023.09.08-03.22.59,275.316,1.994,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265009_hash=885ec520_2023.09.09-14.27,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265009_hash=885ec520_2023.09.09-14.27.54,40.008,0.395,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=227529521_hash=50e53f98_2023.09.08-02.36,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=227529521_hash=50e53f98_2023.09.08-02.36.09,56.395,2.549,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=874139841_hash=533bcb3c_2023.09.08-02.45,ACSPublicCoverage,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=874139841_hash=533bcb3c_2023.09.08-02.45.09,6035.085,118.156,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=478638138_hash=7a946c00_2023.09.11-04.46,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=478638138_hash=7a946c00_2023.09.11-04.46.44,16887.812,49.834,12.413
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=423368578_hash=f6f92d2b_2023.09.08-04.16,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=423368578_hash=f6f92d2b_2023.09.08-04.16.41,21.784,3.263,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=64233569_hash=50e53f98_2023.09.10-15.14,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=64233569_hash=50e53f98_2023.09.10-15.14.38,39.214,1.982,
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=855613504_hash=f6f92d2b_2023.09.11-03.11,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=855613504_hash=f6f92d2b_2023.09.11-03.11.35,416.608,133.691,
ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=949431893_hash=473ddcc7_2023.09.08-14.31,ACSPublicCoverage,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=949431893_hash=473ddcc7_2023.09.08-14.31.36,37682.993,42.352,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=950560463_hash=cc41d788_2023.09.09-14.38,ACSPublicCoverage,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=950560463_hash=cc41d788_2023.09.09-14.38.38,746.801,5.451,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=258423985_hash=50e53f98_2023.09.09-08.13,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=258423985_hash=50e53f98_2023.09.09-08.13.37,103.491,4.026,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=994334933_hash=cf861b65_2023.09.10-11.44,ACSPublicCoverage,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=994334933_hash=cf861b65_2023.09.10-11.44.52,13.98,0.284,11.849
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=277254326_hash=df518791_2023.09.10-06.57,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=277254326_hash=df518791_2023.09.10-06.57.01,20.59,0.814,1.608
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=181346790_hash=0aa26821_2023.09.10-08.21,ACSPublicCoverage,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=181346790_hash=0aa26821_2023.09.10-08.21.53,75.827,4.559,11.014
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=277254318_hash=df518791_2023.09.10-06.49,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=277254318_hash=df518791_2023.09.10-06.49.07,11.205,0.368,1.611
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658430_hash=7984d598_2023.09.09-15.54,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658430_hash=7984d598_2023.09.09-15.54.07,13600.66,392.407,
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481393_hash=b8f4b6be_2023.09.10-01.09,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481393_hash=b8f4b6be_2023.09.10-01.09.00,753.635,0.433,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=821183163_hash=7db99123_2023.09.10-12.29,ACSPublicCoverage,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=821183163_hash=7db99123_2023.09.10-12.29.08,43824.827,110.179,1.568
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=375869289_hash=0d2e5add_2023.09.09-10.13,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=375869289_hash=0d2e5add_2023.09.09-10.13.08,261.252,1.551,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=375869285_hash=0d2e5add_2023.09.09-10.00,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=375869285_hash=0d2e5add_2023.09.09-10.00.50,582.312,2.327,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=686836570_hash=7a946c00_2023.09.09-13.09,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=686836570_hash=7a946c00_2023.09.09-13.09.30,585.619,2.931,12.107
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=584026439_hash=9da8306e_2023.09.09-12.56,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=584026439_hash=9da8306e_2023.09.09-12.56.11,249.391,8.059,1.656
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265032_hash=885ec520_2023.09.09-14.33,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265032_hash=885ec520_2023.09.09-14.33.53,11.887,0.381,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=775584875_hash=df518791_2023.09.09-12.13,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=775584875_hash=df518791_2023.09.09-12.13.44,8526.633,89.822,3.716
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=258423997_hash=50e53f98_2023.09.09-08.22,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=258423997_hash=50e53f98_2023.09.09-08.22.18,539.9,21.641,
ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=185728353_hash=34fd9659_2023.09.09-09.29,ACSPublicCoverage,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=185728353_hash=34fd9659_2023.09.09-09.29.54,1371.089,7.465,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=324955348_hash=4c2503ab_2023.09.09-14.21,ACSPublicCoverage,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=324955348_hash=4c2503ab_2023.09.09-14.21.48,19.256,1.891,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858155_hash=7a946c00_2023.09.10-10.39,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858155_hash=7a946c00_2023.09.10-10.39.13,1321.34,3.986,12.382
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265027_hash=885ec520_2023.09.09-14.33,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265027_hash=885ec520_2023.09.09-14.33.53,11.693,0.347,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=562785834_hash=7984d598_2023.09.09-08.59,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=562785834_hash=7984d598_2023.09.09-08.59.12,1085.422,4.689,
ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=185728344_hash=34fd9659_2023.09.09-09.21,ACSPublicCoverage,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=185728344_hash=34fd9659_2023.09.09-09.21.32,1081.784,5.222,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=478638143_hash=7a946c00_2023.09.11-05.12,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=478638143_hash=7a946c00_2023.09.11-05.12.40,14335.393,45.647,12.112
