index,dataset,expID,base_model,meta_model,preproc_model,results_dir_path,model_time,postproc_time,preproc_time
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=558928481_hash=cc41d788_2023.09.08-02.45,ACSPublicCoverage,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=558928481_hash=cc41d788_2023.09.08-02.45.09,558.545,3.972,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=608646205_hash=885ec520_2023.09.09-08.33,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=608646205_hash=885ec520_2023.09.09-08.33.23,16.736,0.469,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=277254328_hash=df518791_2023.09.10-07.01,ACSPublicCoverage,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=277254328_hash=df518791_2023.09.10-07.01.24,534.926,8.244,1.608
ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=949431890_hash=473ddcc7_2023.09.08-14.31,ACSPublicCoverage,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=949431890_hash=473ddcc7_2023.09.08-14.31.40,53446.347,19.526,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779499_hash=0d2e5add_2023.09.09-21.47,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779499_hash=0d2e5add_2023.09.09-21.47.07,2000.169,12.256,
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019162_hash=f6f92d2b_2023.09.10-05.08,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019162_hash=f6f92d2b_2023.09.10-05.08.49,341.791,2.423,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=855471573_hash=cf861b65_2023.09.11-05.47,ACSPublicCoverage,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=855471573_hash=cf861b65_2023.09.11-05.47.59,12.413,0.24,11.183
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779485_hash=0d2e5add_2023.09.09-19.57,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779485_hash=0d2e5add_2023.09.09-19.57.25,1051.188,6.452,
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019165_hash=f6f92d2b_2023.09.10-05.21,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019165_hash=f6f92d2b_2023.09.10-05.21.47,69.0,10.073,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=562785848_hash=7984d598_2023.09.09-09.11,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=562785848_hash=7984d598_2023.09.09-09.11.43,227.619,0.733,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=608646191_hash=885ec520_2023.09.09-08.25,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=608646191_hash=885ec520_2023.09.09-08.25.17,12.444,0.397,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105299_hash=4ddb7458_2023.09.10-13.48,ACSPublicCoverage,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105299_hash=4ddb7458_2023.09.10-13.48.21,291.165,3.484,12.0
ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=874139846_hash=533bcb3c_2023.09.08-02.48,ACSPublicCoverage,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=874139846_hash=533bcb3c_2023.09.08-02.48.09,3364.962,76.368,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658418_hash=7984d598_2023.09.09-15.33,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658418_hash=7984d598_2023.09.09-15.33.00,52892.027,344.51,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=194703369_hash=0aa26821_2023.09.09-12.29,ACSPublicCoverage,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=194703369_hash=0aa26821_2023.09.09-12.29.12,25.706,1.1,12.345
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=855613503_hash=f6f92d2b_2023.09.11-03.07,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=855613503_hash=f6f92d2b_2023.09.11-03.07.38,17.028,1.607,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858142_hash=7a946c00_2023.09.10-10.14,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858142_hash=7a946c00_2023.09.10-10.14.21,9031.089,29.825,12.284
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=856919425_hash=fc2d2573_2023.09.09-10.43,ACSPublicCoverage,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=856919425_hash=fc2d2573_2023.09.09-10.43.31,940.247,0.856,
ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=415470900_hash=473ddcc7_2023.09.10-02.37,ACSPublicCoverage,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=415470900_hash=473ddcc7_2023.09.10-02.37.42,28926.851,26.996,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858131_hash=7a946c00_2023.09.10-09.59,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=698858131_hash=7a946c00_2023.09.10-09.59.04,1446.894,4.862,10.849
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=640309046_hash=9da8306e_2023.09.08-04.37,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=640309046_hash=9da8306e_2023.09.08-04.37.57,543.994,10.903,1.532
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=324955323_hash=4c2503ab_2023.09.09-14.21,ACSPublicCoverage,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=324955323_hash=4c2503ab_2023.09.09-14.21.48,127.158,34.006,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=181346770_hash=0aa26821_2023.09.10-07.06,ACSPublicCoverage,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=181346770_hash=0aa26821_2023.09.10-07.06.24,181.416,2.604,11.355
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658410_hash=7984d598_2023.09.09-15.22,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658410_hash=7984d598_2023.09.09-15.22.36,669.081,1.809,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658420_hash=7984d598_2023.09.09-15.34,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=724658420_hash=7984d598_2023.09.09-15.34.42,3544.032,25.569,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=865511849_hash=0d2e5add_2023.09.08-03.24,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=865511849_hash=0d2e5add_2023.09.08-03.24.58,49877.169,72.651,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583313_hash=cc41d788_2023.09.09-08.41,ACSPublicCoverage,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583313_hash=cc41d788_2023.09.09-08.41.18,33.235,3.628,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=463708316_hash=7a946c00_2023.09.08-04.43,ACSPublicCoverage,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=463708316_hash=7a946c00_2023.09.08-04.43.57,2689.148,7.047,11.365
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019164_hash=f6f92d2b_2023.09.10-05.18,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019164_hash=f6f92d2b_2023.09.10-05.18.43,19.521,2.972,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=895176057_hash=533bcb3c_2023.09.10-17.13,ACSPublicCoverage,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=895176057_hash=533bcb3c_2023.09.10-17.13.41,6786.98,282.443,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=262491729_hash=50e53f98_2023.09.09-14.21,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=262491729_hash=50e53f98_2023.09.09-14.21.48,121.237,4.443,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105303_hash=4ddb7458_2023.09.10-14.07,ACSPublicCoverage,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105303_hash=4ddb7458_2023.09.10-14.07.02,68.465,3.347,12.455
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583302_hash=cc41d788_2023.09.09-08.37,ACSPublicCoverage,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583302_hash=cc41d788_2023.09.09-08.37.24,2837.485,6.505,
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=9058978_hash=b8f4b6be_2023.09.08-04.01,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=9058978_hash=b8f4b6be_2023.09.08-04.01.47,501.165,0.388,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=630024374_hash=0d2e5add_2023.09.11-00.47,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=630024374_hash=0d2e5add_2023.09.11-00.47.18,277.173,1.25,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=163848267_hash=4c2503ab_2023.09.10-14.39,ACSPublicCoverage,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=163848267_hash=4c2503ab_2023.09.10-14.39.04,194.389,3.232,
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019174_hash=f6f92d2b_2023.09.10-05.44,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019174_hash=f6f92d2b_2023.09.10-05.44.09,109.823,20.224,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=256430908_hash=533bcb3c_2023.09.09-14.45,ACSPublicCoverage,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=256430908_hash=533bcb3c_2023.09.09-14.45.27,125843.242,402.908,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265020_hash=885ec520_2023.09.09-14.31,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=340265020_hash=885ec520_2023.09.09-14.31.48,16.743,0.389,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=139159682_hash=4c2503ab_2023.09.08-02.24,ACSPublicCoverage,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=139159682_hash=4c2503ab_2023.09.08-02.24.39,14602.008,171.388,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583297_hash=cc41d788_2023.09.09-08.34,ACSPublicCoverage,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=32583297_hash=cc41d788_2023.09.09-08.34.20,133.436,4.416,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=565633678_hash=9da8306e_2023.09.10-09.08,ACSPublicCoverage,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=565633678_hash=9da8306e_2023.09.10-09.08.33,227.472,5.799,1.609
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481414_hash=b8f4b6be_2023.09.10-01.43,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481414_hash=b8f4b6be_2023.09.10-01.43.48,772.045,0.375,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779511_hash=0d2e5add_2023.09.09-23.06,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779511_hash=0d2e5add_2023.09.09-23.06.56,20428.734,52.907,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779484_hash=0d2e5add_2023.09.09-19.49,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=368779484_hash=0d2e5add_2023.09.09-19.49.52,211.063,1.047,
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019161_hash=f6f92d2b_2023.09.10-05.02,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=32019161_hash=f6f92d2b_2023.09.10-05.02.53,53.979,5.537,
ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=375869283_hash=0d2e5add_2023.09.09-09.57,ACSPublicCoverage,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=375869283_hash=0d2e5add_2023.09.09-09.57.47,675.569,2.56,
ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=324955324_hash=4c2503ab_2023.09.09-14.21,ACSPublicCoverage,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=324955324_hash=4c2503ab_2023.09.09-14.21.48,63.408,13.504,
ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=562785839_hash=7984d598_2023.09.09-09.01,ACSPublicCoverage,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=562785839_hash=7984d598_2023.09.09-09.01.13,690.804,1.404,
ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=541932191_hash=34fd9659_2023.09.08-03.05,ACSPublicCoverage,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=541932191_hash=34fd9659_2023.09.08-03.05.11,3129.364,28.854,
ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481399_hash=b8f4b6be_2023.09.10-01.21,ACSPublicCoverage,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=792481399_hash=b8f4b6be_2023.09.10-01.21.46,872.338,0.45,
ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=856793156_hash=885ec520_2023.09.08-02.41,ACSPublicCoverage,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=856793156_hash=885ec520_2023.09.08-02.41.12,14.425,0.443,
ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105298_hash=4ddb7458_2023.09.10-13.48,ACSPublicCoverage,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=17105298_hash=4ddb7458_2023.09.10-13.48.03,45.983,3.662,13.133
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=134755992_hash=f6f92d2b_2023.09.09-12.05,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=134755992_hash=f6f92d2b_2023.09.09-12.05.05,71.434,1.133,
ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=134755987_hash=f6f92d2b_2023.09.09-12.00,ACSPublicCoverage,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=134755987_hash=f6f92d2b_2023.09.09-12.00.30,23.802,3.049,
ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=64233572_hash=50e53f98_2023.09.10-15.33,ACSPublicCoverage,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=4_2023-09-06/ACSPublicCoverage_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=64233572_hash=50e53f98_2023.09.10-15.33.48,217.473,10.431,
